Loan.number,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
66437,9325,9300,0.1409,36 months,debt_consolidation,0.2135,DC,RENT,3333.33,695-699,10,27007,1,< 1 year
49263,18000,18000,0.2148,60 months,debt_consolidation,0.1582,NY,RENT,6500,665-669,10,4256,0,10+ years
68113,5375,5375,0.0890,36 months,debt_consolidation,0.2948,NC,RENT,3416.67,720-724,6,3007,2,< 1 year
99898,3700,3700,0.1580,36 months,credit_card,0.3220,NY,RENT,3000,690-694,9,14151,0,1 year
65485,19125,19125,0.1849,36 months,debt_consolidation,0.0910,MA,RENT,4166.67,675-679,8,19761,3,10+ years
67349,1625,1625,0.1531,36 months,major_purchase,0.0432,TX,OWN,1666.67,745-749,3,1759,4,3 years
39590,26000,25975,0.1677,60 months,home_improvement,0.1177,NC,MORTGAGE,4416.67,730-734,5,7560,1,10+ years
36450,6650,6650,0.1825,60 months,debt_consolidation,0.1712,OH,MORTGAGE,3084,680-684,16,5646,2,3 years
31456,1000,1000,0.1149,36 months,debt_consolidation,0.2136,CA,RENT,4666.67,670-674,16,26558,0,10+ years
2407,18000,17896.62,0.1442,36 months,wedding,0.0789,TX,MORTGAGE,5833.33,720-724,5,18505,1,3 years
3841,8000,7975,0.1284,36 months,wedding,0.1673,TX,MORTGAGE,3521,680-684,13,4075,0,3 years
103033,4575,4575,0.1565,36 months,credit_card,0.1431,MS,OTHER,5833.33,680-684,25,82586,2,2 years
52353,35000,34950,0.2197,60 months,debt_consolidation,0.1932,RI,MORTGAGE,14166.67,690-694,14,51314,3,3 years
51625,10000,10000,0.1212,36 months,debt_consolidation,0.1246,CA,MORTGAGE,4375,695-699,7,11070,0,5 years
91179,32350,32350,0.1849,36 months,debt_consolidation,0.2014,CT,OWN,6000,660-664,15,39513,1,3 years
16680,16000,16000,0.1298,36 months,debt_consolidation,0.1586,CA,MORTGAGE,3600,700-704,9,26357,2,3 years
73961,13750,13750,0.1409,36 months,credit_card,0.2477,CA,RENT,3000,690-694,12,16734,1,1 year
95827,5600,5600,0.1114,36 months,credit_card,0.2796,NC,MORTGAGE,11666.67,665-669,18,194205,0,10+ years
79106,21000,20950,0.2376,60 months,debt_consolidation,0.2482,KS,RENT,7458.33,660-664,14,11973,0,10+ years
53903,12000,12000,0.0790,36 months,home_improvement,0.2199,MN,MORTGAGE,5416.67,730-734,8,28146,0,10+ years
31290,12000,12000,0.1349,36 months,debt_consolidation,0.1629,NV,MORTGAGE,6250,680-684,13,13528,1,7 years
26608,3600,3600,0.1399,36 months,other,0.1000,NY,RENT,5750,670-674,8,10766,2,4 years
16549,25000,15175,0.1632,60 months,debt_consolidation,0.2219,PA,MORTGAGE,7083.33,705-709,8,9133,0,4 years
16631,8400,8400,0.0925,60 months,car,0.2247,NM,MORTGAGE,4833.33,760-764,6,19187,0,3 years
92743,24375,24300,0.1580,60 months,debt_consolidation,0.3061,PA,MORTGAGE,4708.33,700-704,18,49136,0,10+ years
83058,8575,8575,0.1580,36 months,debt_consolidation,0.3441,KY,MORTGAGE,4541.67,675-679,15,5180,1,10+ years
87620,13800,13800,0.1212,36 months,debt_consolidation,0.1711,CA,RENT,4250,695-699,8,11366,0,< 1 year
31254,17000,17000,0.1149,36 months,debt_consolidation,0.1369,MI,RENT,5083.33,695-699,9,13883,0,4 years
58027,11000,11000,0.1367,36 months,debt_consolidation,0.1344,LA,MORTGAGE,4666.67,675-679,8,10482,0,6 years
12131,7800,7800,0.1435,36 months,other,0.2189,CA,RENT,2508.33,680-684,5,25780,0,< 1 year
30255,3725,3725,0.1059,36 months,credit_card,0.1857,NY,RENT,11666.67,695-699,21,43987,0,10+ years
57001,11000,11000,0.1727,36 months,other,0.1144,WI,MORTGAGE,5000,665-669,7,10070,3,10+ years
61049,8500,8500,0.1531,36 months,debt_consolidation,0.0756,CO,RENT,3333.33,670-674,5,8844,0,< 1 year
58569,10000,10000,0.0976,36 months,credit_card,0.0683,MA,RENT,4583.33,705-709,14,13511,0,7 years
37224,12000,12000,0.1171,60 months,debt_consolidation,0.2330,CT,MORTGAGE,4000,725-729,8,15010,0,10+ years
59159,31500,31425,0.1212,60 months,other,0.2132,IL,RENT,5250,755-759,10,11936,0,10+ years
84476,19000,19000,0.1531,60 months,debt_consolidation,0.2765,FL,RENT,3617.21,705-709,8,25692,0,3 years
94507,12000,12000,0.1016,36 months,debt_consolidation,0.1422,CO,MORTGAGE,8791.67,695-699,10,17185,2,8 years
69461,19125,19125,0.1016,36 months,debt_consolidation,0.2558,FL,RENT,4000,725-729,5,0,0,5 years
8194,6525,6500,0.1607,36 months,other,0.1011,MD,RENT,3166.67,700-704,3,2494,1,1 year
72283,8975,8975,0.0790,36 months,debt_consolidation,0.2151,NJ,MORTGAGE,9166.67,725-729,18,61613,3,10+ years
32215,6000,5975,0.0603,36 months,other,0.1141,NY,MORTGAGE,6250,780-784,9,89985,2,n/a
47228,20800,20800,0.1922,60 months,credit_card,0.1550,TX,RENT,6916.67,680-684,20,28764,1,10+ years
41426,8400,8400,0.1427,36 months,debt_consolidation,0.1195,NC,MORTGAGE,4166.67,680-684,10,16634,1,10+ years
79725,20000,20000,0.1849,36 months,debt_consolidation,0.1283,FL,MORTGAGE,13583.33,675-679,17,30679,1,< 1 year
85720,18550,18550,0.1212,36 months,debt_consolidation,0.1137,FL,MORTGAGE,3941,710-714,14,9438,0,n/a
65819,9600,9600,0.1212,36 months,credit_card,0.2535,CT,RENT,4750,685-689,11,29475,0,5 years
60947,6000,6000,0.0603,36 months,major_purchase,0.1268,TX,MORTGAGE,6666.67,775-779,13,8581,0,10+ years
66542,14000,14000,0.1531,36 months,credit_card,0.1135,AZ,RENT,7333.33,680-684,7,6229,1,< 1 year
17609,17000,16573.33,0.1298,36 months,debt_consolidation,0.1572,AL,RENT,4333.33,705-709,5,19053,0,10+ years
41569,13250,13225,0.1065,36 months,credit_card,0.2496,NJ,RENT,3333.33,700-704,13,16192,0,1 year
53373,13000,13000,0.0976,36 months,credit_card,0.2450,TX,RENT,4166.67,705-709,10,15534,0,6 years
65052,20000,20000,0.1212,36 months,debt_consolidation,0.1635,FL,MORTGAGE,4166.67,700-704,7,15917,0,1 year
63133,7000,7000,0.1531,36 months,credit_card,0.1564,CO,RENT,2666.67,670-674,11,11529,0,5 years
85485,12000,12000,0.1727,36 months,debt_consolidation,0.1507,CO,MORTGAGE,4166.67,665-669,7,12318,1,< 1 year
49712,4200,4200,0.0762,36 months,debt_consolidation,0.0675,IL,OWN,10416.67,735-739,15,10819,1,2 years
1973,15000,7100,0.1189,36 months,debt_consolidation,0.1242,FL,MORTGAGE,5000,715-719,15,31563,3,< 1 year
17961,1775,1775,0.0654,36 months,debt_consolidation,0.1977,OH,RENT,3333.33,725-729,11,2038,0,< 1 year
64307,10000,10000,0.1212,36 months,home_improvement,0.1881,NY,MORTGAGE,3250,695-699,10,19354,0,10+ years
37291,14400,14375,0.1269,60 months,debt_consolidation,0.1606,GA,RENT,6250,730-734,6,28675,1,7 years
28276,16000,13150,0.0849,36 months,credit_card,0.1030,FL,RENT,5416.67,735-739,15,15119,0,6 years
9762,10000,9975,0.1348,36 months,debt_consolidation,0.1457,NV,MORTGAGE,6307.42,680-684,11,18823,0,10+ years
16996,3000,2950,0.0579,36 months,small_business,0.0849,CO,RENT,5416.67,745-749,13,10380,1,1 year
47673,20000,20000,0.0790,36 months,debt_consolidation,0.2095,CA,RENT,4333.33,750-754,9,13169,1,10+ years
95606,6000,6000,0.1580,36 months,debt_consolidation,0.2100,WI,RENT,2176.67,685-689,13,4356,1,2 years
40351,7050,7050,0.1349,36 months,debt_consolidation,0.1405,PA,MORTGAGE,5624,680-684,6,2530,3,4 years
70321,11325,11325,0.1212,36 months,other,0.0861,TX,RENT,2833.33,725-729,3,9137,0,10+ years
62797,2000,2000,0.1629,36 months,home_improvement,0.3058,OH,MORTGAGE,4166.67,670-674,9,3313,1,2 years
1760,11000,6557.05,0.1253,36 months,other,0.0162,CA,RENT,6667,690-694,7,4526,0,10+ years
95560,10000,10000,0.1433,36 months,debt_consolidation,0.2356,WA,RENT,2750,700-704,4,14317,0,2 years
101158,15000,15000,0.1629,36 months,credit_card,0.1067,CA,RENT,5000,665-669,14,13611,0,4 years
38040,23000,22975,0.1864,60 months,debt_consolidation,0.2117,GA,RENT,5166.67,690-694,13,23773,0,6 years
89677,10000,10000,0.1531,36 months,credit_card,0.2603,WA,MORTGAGE,5416.67,675-679,12,7161,3,n/a
15949,4000,4000,0.1223,60 months,other,0.0263,CO,MORTGAGE,9417,705-709,5,13865,0,5 years
23710,13000,12909.48,0.1074,36 months,debt_consolidation,0.1925,CA,RENT,3200,715-719,7,28032,1,< 1 year
10,5000,525,0.0933,36 months,home_improvement,0.1193,WI,MORTGAGE,15000,715-719,16,60568,1,2 years
38028,6400,6400,0.0751,36 months,major_purchase,0.0958,IL,RENT,6400,735-739,11,12306,1,< 1 year
49038,3825,3800,0.0790,36 months,small_business,0.0372,NY,RENT,3333.33,745-749,3,5106,0,5 years
56804,8000,8000,0.1799,36 months,debt_consolidation,0.0396,FL,RENT,7750,660-664,9,8080,1,5 years
41014,8000,7975,0.1727,36 months,debt_consolidation,0.0860,FL,MORTGAGE,1833.33,665-669,7,2963,1,3 years
84840,6000,6000,0.1531,36 months,debt_consolidation,0.0626,NJ,RENT,11833.33,660-664,21,21567,0,5 years
35260,2500,2500,0.0890,36 months,other,0.2249,MO,RENT,2583.33,715-719,7,5883,3,2 years
85721,10000,10000,0.1311,36 months,debt_consolidation,0.1872,CO,RENT,4625,685-689,13,7411,0,2 years
46870,14600,14600,0.0976,36 months,credit_card,0.2951,FL,OWN,2500,730-734,14,23616,1,2 years
16032,24000,23800,0.2114,60 months,other,0.1292,MI,RENT,9166.67,660-664,7,4324,0,10+ years
100985,2200,2200,0.0790,36 months,major_purchase,0.0816,WA,MORTGAGE,5500,770-774,8,2927,0,3 years
84917,10000,10000,0.1311,36 months,debt_consolidation,0.1896,CA,RENT,8744.26,680-684,16,27086,0,< 1 year
57190,5000,5000,0.0976,36 months,credit_card,0.2828,NC,MORTGAGE,4583.33,695-699,15,38092,0,10+ years
38205,12300,12300,0.0751,36 months,debt_consolidation,0.2229,FL,RENT,3750,735-739,6,27282,1,7 years
5794,2500,2500,0.1322,36 months,debt_consolidation,0.1560,CA,MORTGAGE,3166.67,690-694,10,3777,2,< 1 year
8628,15000,14825,0.1273,36 months,other,0.1689,PA,MORTGAGE,6691.67,700-704,14,14488,3,3 years
46021,1000,1000,0.1074,36 months,debt_consolidation,0.0900,UT,RENT,1100,715-719,5,1314,0,2 years
33641,18000,17975,0.1171,36 months,debt_consolidation,0.1034,AZ,RENT,3540,700-704,8,14960,0,< 1 year
93511,5000,5000,0.1580,36 months,debt_consolidation,0.1761,CA,RENT,4583.33,700-704,4,4164,2,7 years
15634,6000,5956.31,0.0999,36 months,debt_consolidation,0.1786,CO,MORTGAGE,4980,685-689,10,15280,1,n/a
22510,2500,2500,0.1037,36 months,debt_consolidation,0.2430,NJ,RENT,2000,705-709,10,1523,0,2 years
80484,6000,6000,0.1016,36 months,home_improvement,0.0656,NC,MORTGAGE,2333.33,710-714,6,440,3,8 years
325,7000,5525,0.0775,36 months,debt_consolidation,0.1037,NV,RENT,4158,765-769,13,6634,0,8 years
23743,4200,4200,0.1306,36 months,major_purchase,0.1382,NJ,MORTGAGE,6500,680-684,14,23653,1,10+ years
59901,12500,12500,0.1409,36 months,debt_consolidation,0.2150,TX,OWN,2083.33,685-689,9,11967,0,6 years
10326,15400,9458.33,0.1632,60 months,house,0.1517,VA,RENT,6500,695-699,11,9989,1,4 years
92989,30000,30000,0.1777,36 months,other,0.0941,MN,RENT,10192,710-714,12,24188,0,< 1 year
98277,20700,20700,0.1629,60 months,debt_consolidation,0.3295,CA,RENT,6250,720-724,20,22277,1,7 years
54017,7000,7000,0.1311,36 months,medical,0.2236,IL,MORTGAGE,5833.33,685-689,7,28985,1,5 years
45793,8000,8000,0.0790,36 months,medical,0.0891,NY,RENT,3166.67,755-759,4,680,0,6 years
53635,18000,18000,0.2099,60 months,credit_card,0.1163,CA,RENT,9051.83,670-674,5,32394,2,4 years
34440,12000,12000,0.0662,36 months,debt_consolidation,0.0473,WA,MORTGAGE,7083.33,745-749,9,6578,1,10+ years
43487,5500,5500,0.1269,36 months,credit_card,0.1933,VA,RENT,1800,670-674,6,12567,0,4 years
25993,18000,17975,0.1099,60 months,debt_consolidation,0.1535,CA,RENT,5666.67,750-754,12,1372,0,2 years
37383,5400,5400,0.1629,36 months,medical,0.2003,GA,RENT,2666.67,660-664,9,11114,1,1 year
74054,18000,18000,0.1212,60 months,debt_consolidation,0.1916,VA,MORTGAGE,7583.33,730-734,14,26622,0,3 years
49539,3000,3000,0.1074,36 months,other,0.1555,DE,RENT,2000,705-709,5,1750,1,2 years
61152,21000,21000,0.0762,36 months,debt_consolidation,0.0684,IL,MORTGAGE,5333.33,775-779,7,19178,0,7 years
61151,8000,8000,0.1777,36 months,credit_card,0.3456,IL,RENT,3291.67,725-729,26,18518,0,2 years
103989,1750,1750,0.0788,36 months,debt_consolidation,0.2335,VA,MORTGAGE,2000,735-739,13,13826,5,10+ years
988,7500,214.02,0.0800,36 months,other,0.0717,KS,MORTGAGE,3750,795-799,14,9409,1,7 years
47060,9500,9500,0.1465,36 months,debt_consolidation,0.0882,CA,RENT,5416.67,685-689,4,7831,0,1 year
71136,14500,14500,0.1409,36 months,debt_consolidation,0.2778,MI,MORTGAGE,6250,705-709,9,46129,0,10+ years
58346,4800,4800,0.1999,36 months,debt_consolidation,0.2044,NM,MORTGAGE,2500,660-664,4,21514,1,n/a
30210,3800,3800,0.0699,36 months,credit_card,0.0318,NY,RENT,3583.33,740-744,9,3766,0,4 years
101065,20675,20675,0.1727,60 months,debt_consolidation,0.1330,MD,RENT,3916.67,710-714,5,2449,0,1 year
101515,3500,225,0.1028,36 months,other,0.1000,NY,RENT,15000,685-689,NA,NA,NA,< 1 year
101340,27050,27050,0.1905,60 months,debt_consolidation,0.1289,MI,MORTGAGE,5083.33,690-694,8,15793,0,6 years
7167,8000,7850,0.1533,36 months,debt_consolidation,0.1604,FL,MORTGAGE,6416.67,675-679,8,25573,3,6 years
39602,5300,5300,0.1527,36 months,credit_card,0.2488,CT,RENT,2500,660-664,11,7855,2,1 year
85090,5000,5000,0.0790,36 months,debt_consolidation,0.1285,PA,OWN,6666.67,730-734,18,9597,2,3 years
90356,15500,15500,0.0890,36 months,home_improvement,0.1636,PA,RENT,9000,700-704,8,4097,4,10+ years
26354,11200,11200,0.0791,36 months,debt_consolidation,0.1307,GA,MORTGAGE,8500,720-724,9,5439,1,3 years
100217,16000,16000,0.2376,60 months,credit_card,0.2706,TX,RENT,5416.67,665-669,18,24610,3,1 year
83773,21850,21850,0.1580,36 months,credit_card,0.2629,NJ,RENT,10000,690-694,20,43173,1,4 years
46350,2400,2375,0.0890,36 months,debt_consolidation,0.1123,NC,RENT,2333.33,705-709,8,2075,0,4 years
23644,2700,2700,0.0579,36 months,debt_consolidation,0.1981,OH,MORTGAGE,3958.33,750-754,14,13159,1,8 years
33138,30100,30100,0.1942,60 months,home_improvement,0.0331,DC,MORTGAGE,8333.33,705-709,15,3737,3,6 years
60512,20000,20000,0.1433,60 months,debt_consolidation,0.1568,CA,RENT,7083.33,720-724,8,17270,0,5 years
48836,6000,6000,0.0662,36 months,house,0.1603,FL,RENT,4166.67,805-809,5,79,0,1 year
45033,2000,2000,0.1465,36 months,debt_consolidation,0.1666,CA,OWN,2083.33,685-689,5,2566,1,5 years
1269,3200,766.09,0.1286,36 months,other,0.1477,PA,RENT,2824,670-674,6,3318,1,7 years
29200,18000,17950,0.1349,60 months,debt_consolidation,0.2835,MD,MORTGAGE,13333.33,740-744,23,39592,0,< 1 year
33736,15000,15000,0.1527,36 months,small_business,0.0785,NJ,RENT,15416.67,680-684,17,8962,1,6 years
24516,5000,5000,0.1199,60 months,major_purchase,0.1485,TX,RENT,4167,725-729,10,3489,3,2 years
53112,7500,7500,0.1367,36 months,credit_card,0.1597,WV,RENT,4833.33,700-704,8,3908,2,5 years
57593,16000,16000,0.1799,36 months,debt_consolidation,0.0564,CA,RENT,7415.83,665-669,10,21686,3,10+ years
37095,20000,20000,0.0790,36 months,small_business,0.2142,TX,MORTGAGE,5000,755-759,6,6264,1,7 years
89600,24000,24000,0.1580,60 months,debt_consolidation,0.1673,NC,MORTGAGE,7500,665-669,10,24126,0,7 years
14080,25000,24925,0.1595,36 months,credit_card,0.1795,MD,RENT,7983.33,685-689,14,28330,0,2 years
39481,3000,3000,0.0603,36 months,other,0.0550,VA,RENT,4166.67,750-754,7,9616,0,5 years
6717,8000,7875,0.1148,36 months,other,0.1510,FL,OWN,3833.33,735-739,4,13415,0,6 years
27671,13000,13000,0.1099,60 months,home_improvement,0.2170,GA,MORTGAGE,6517,740-744,14,4663,0,3 years
55501,8000,8000,0.0603,36 months,debt_consolidation,0.0451,OR,MORTGAGE,3500,815-819,9,6737,0,10+ years
56361,10000,10000,0.1212,36 months,home_improvement,0.3146,NY,MORTGAGE,5000,695-699,16,18921,0,6 years
5166,20000,19925,0.1253,36 months,other,0.0365,AZ,MORTGAGE,5200,780-784,3,9231,0,7 years
87150,21700,21700,0.1531,36 months,credit_card,0.1393,CA,MORTGAGE,5147.17,695-699,6,8795,2,n/a
29016,2500,2500,0.1199,36 months,debt_consolidation,0.0998,RI,RENT,6250,680-684,10,11131,3,10+ years
103215,10000,9869.17,0.1496,36 months,debt_consolidation,0.1779,MA,RENT,3750,670-674,16,7201,4,4 years
43612,17000,17000,0.0790,36 months,car,0.2741,CA,RENT,3083.33,735-739,12,16756,0,10+ years
38534,10000,10000,0.0662,36 months,debt_consolidation,0.2424,IL,RENT,3750,765-769,9,1623,0,2 years
46458,14100,14100,0.1855,36 months,debt_consolidation,0.2270,AL,OWN,3000,665-669,7,12114,1,10+ years
99787,26500,26500,0.2049,60 months,credit_card,0.3036,MO,MORTGAGE,5000,690-694,14,10350,0,5 years
87571,12000,12000,0.1212,36 months,debt_consolidation,0.0970,CA,MORTGAGE,11166.67,710-714,11,19643,1,3 years
102444,2200,-0.01,0.1387,36 months,credit_card,0.1035,NJ,RENT,3333.33,640-644,10,11606,1,3 years
67421,7200,7200,0.0762,36 months,car,0.0797,CA,RENT,8333.33,730-734,12,25430,0,6 years
1076,6500,1196.59,0.0832,36 months,debt_consolidation,0.0543,PA,MORTGAGE,3333,740-744,9,9830,5,10+ years
75473,19750,19750,0.1727,60 months,debt_consolidation,0.1339,NY,MORTGAGE,6737.5,710-714,14,19070,3,4 years
22134,21000,20975,0.1491,60 months,debt_consolidation,0.0964,CA,RENT,3476.8,725-729,10,0,1,4 years
46017,3500,3500,0.1581,36 months,debt_consolidation,0.1314,AR,MORTGAGE,18333.33,665-669,8,11107,2,7 years
26369,2650,2650,0.0749,36 months,debt_consolidation,0.2111,WV,OWN,1482.92,725-729,15,1808,2,4 years
52860,15000,15000,0.1311,36 months,credit_card,0.1936,CA,OWN,5000,695-699,10,16618,0,10+ years
101246,4800,4800,0.1433,36 months,credit_card,0.1891,IL,MORTGAGE,5833.33,695-699,13,29287,1,5 years
53054,12000,12000,0.1799,36 months,debt_consolidation,0.1737,CT,MORTGAGE,3666.67,670-674,10,7393,0,7 years
66184,6000,6000,0.0662,36 months,debt_consolidation,0.0388,NH,MORTGAGE,5000,760-764,5,4242,0,1 year
34351,12000,12000,0.0790,60 months,debt_consolidation,0.0188,DE,MORTGAGE,6666.67,790-794,6,3364,0,6 years
68999,1550,1550,0.1212,36 months,other,0.1121,CA,RENT,5083.33,680-684,9,5755,0,6 years
91334,35000,35000,0.1531,36 months,debt_consolidation,0.1959,PA,MORTGAGE,7500,695-699,11,29953,2,1 year
7183,3000,3000,0.0714,36 months,debt_consolidation,0.1285,PA,RENT,4916.67,730-734,8,3210,0,5 years
9928,15000,14775,0.1025,36 months,credit_card,0.0572,CA,MORTGAGE,9166.67,720-724,13,14887,0,5 years
90912,14400,14400,0.1849,36 months,credit_card,0.3323,FL,RENT,5166.67,665-669,14,11089,2,4 years
7565,12000,12000,0.0988,36 months,educational,0.0516,OH,MORTGAGE,3333.33,755-759,7,1117,3,3 years
44547,20000,19975,0.1999,36 months,debt_consolidation,0.0681,NY,RENT,5500,660-664,11,9028,1,3 years
19636,11700,11650,0.0766,36 months,debt_consolidation,0.1213,MO,MORTGAGE,4583.33,745-749,13,26769,1,10+ years
89378,7750,7750,0.1311,36 months,credit_card,0.2728,TX,MORTGAGE,4208.33,660-664,14,11840,0,2 years
35796,12000,12000,0.1991,60 months,debt_consolidation,0.1173,GA,RENT,3000,660-664,10,10828,0,4 years
15164,6000,5750,0.0714,36 months,debt_consolidation,0.0891,CT,MORTGAGE,4500,760-764,10,4561,1,10+ years
48980,5000,5000,0.0790,36 months,home_improvement,0.2706,LA,MORTGAGE,3333.33,720-724,16,11746,0,8 years
79282,6000,6000,0.1629,36 months,credit_card,0.2096,TX,MORTGAGE,4183.33,665-669,10,7335,1,4 years
15704,25000,15925,0.1036,60 months,debt_consolidation,0.1122,NJ,RENT,7916.67,755-759,6,36534,1,2 years
52129,23000,23000,0.0762,36 months,car,0.0651,CA,MORTGAGE,25000,810-814,10,227,0,10+ years
75471,10000,10000,0.1311,36 months,debt_consolidation,0.0914,OH,MORTGAGE,5416.67,700-704,6,8119,1,7 years
11953,4800,4800,0.0788,60 months,major_purchase,0.0788,CA,MORTGAGE,1600,765-769,6,4191,1,n/a
77074,20500,20500,0.1212,36 months,credit_card,0.3095,NV,MORTGAGE,4333.33,705-709,14,33294,0,10+ years
23829,21000,20950,0.1879,60 months,debt_consolidation,0.2031,FL,MORTGAGE,6750,690-694,14,24763,0,< 1 year
33557,7500,7500,0.0790,36 months,major_purchase,0.1179,MD,OWN,2916.67,820-824,2,349,0,1 year
20782,16800,16800,0.1640,36 months,debt_consolidation,0.0702,MO,MORTGAGE,6666.67,675-679,8,16211,1,< 1 year
476,10000,8851.08,0.1166,36 months,debt_consolidation,0.0840,CA,MORTGAGE,4133.33,685-689,6,11735,2,10+ years
25849,12000,12000,0.1649,60 months,small_business,0.1863,NY,RENT,4000,685-689,9,11376,0,10+ years
51979,17900,17900,0.1825,60 months,debt_consolidation,0.0736,TX,RENT,5000,705-709,7,10217,0,10+ years
102637,24000,9675,0.1715,36 months,debt_consolidation,0.1270,FL,RENT,18483,670-674,14,40099,6,5 years
66528,9600,9600,0.1433,36 months,debt_consolidation,0.2069,MO,MORTGAGE,2750,670-674,16,11518,0,10+ years
20309,8000,8000,0.1268,60 months,credit_card,0.1878,VT,MORTGAGE,11583.33,700-704,13,86700,0,10+ years
22312,9000,9000,0.1343,36 months,major_purchase,0.1945,NJ,OWN,6750,690-694,7,26588,1,4 years
32340,10000,10000,0.1465,36 months,major_purchase,0.1925,OH,MORTGAGE,8083.33,675-679,14,9246,1,10+ years
51429,8000,8000,0.1629,36 months,debt_consolidation,0.0975,TX,RENT,5250,665-669,14,6035,1,5 years
11819,12000,12000,0.1632,60 months,major_purchase,0.0974,TX,RENT,5000,680-684,9,6852,1,3 years
95994,20000,19950,0.1114,36 months,debt_consolidation,0.1737,NH,MORTGAGE,6650,715-719,9,19955,1,10+ years
103708,4800,4800,0.0788,36 months,debt_consolidation,0.2395,FL,MORTGAGE,3750,710-714,19,114509,0,n/a
41417,28000,27950,0.1942,60 months,debt_consolidation,0.0456,VA,MORTGAGE,10813.17,685-689,8,9397,3,10+ years
77733,10000,10000,0.1114,36 months,home_improvement,0.0880,NC,OWN,4000,705-709,17,10750,0,5 years
80219,7300,7300,0.0662,36 months,credit_card,0.2011,GA,MORTGAGE,3416.67,730-734,14,23030,0,4 years
41948,8450,8450,0.0790,36 months,debt_consolidation,0.1093,PA,RENT,3000,730-734,6,7603,1,3 years
65978,20000,20000,0.2198,60 months,home_improvement,0.1708,TX,MORTGAGE,5000,675-679,5,19780,1,2 years
